Data;precipitacao;velocidademediavento;niveljuseclusa;nivelstaizabel;nivelstavitoria;nivelmoneclusa
26/07/1999;1,4;null;1,01;1,83;2,2;1,1
27/07/1999;35;null;1,01;2,02;1,94;1,11
28/07/1999;0;null;1,09;1,77;2,25;1,17
29/07/1999;0,6;null;1,12;1,3;2,84;1,13
30/07/1999;9,6;null;0,81;2,06;2;0,95
31/07/1999;0;null;1;1,96;2,23;1,08
01/08/1999;0;null;1,02;1,93;2,25;1,09
02/08/1999;0;null;0,97;1,95;2,16;1,07
03/08/1999;0;null;1,03;1,87;2,25;1,11
04/08/1999;0;null;1,04;1,83;2,28;1,1
05/08/1999;0;null;0,99;1,83;2,27;1,05
06/08/1999;0;null;0,97;1,84;2,22;1,04
07/08/1999;14,6;null;0,94;2,28;1,66;1,01
08/08/1999;2,2;null;0,9;2,06;2,06;1
09/08/1999;0;null;0,92;1,82;2,25;1,01
10/08/1999;0;null;0,88;1,84;2,26;0,96
11/08/1999;0;null;0,91;1,88;2,17;1,01
12/08/1999;0;null;0,91;1,96;2,08;1,01
13/08/1999;4,2;null;0,9;2,18;1,81;0,99
14/08/1999;0;null;0,87;2,4;1,51;1,01
15/08/1999;1,8;null;0,87;2,05;1,84;1,02
16/08/1999;1,2;null;0,99;1,87;2,11;1,07
17/08/1999;0;null;0,99;1,68;2,35;1,06
18/08/1999;0;null;0,93;1,79;2,15;1
19/08/1999;0;null;0,94;1,68;2,24;1
20/08/1999;0;null;0,88;1,65;2,27;0,95
21/08/1999;0;null;0,83;1,72;2,19;0,91
22/08/1999;0;null;0,85;1,87;1,9;0,95
23/08/1999;30,2;null;0,94;1,73;2,07;1,01
24/08/1999;4,2;null;0,87;1,49;2,27;0,93
25/08/1999;0;null;0,79;1,73;2,11;0,89
26/08/1999;1,2;null;0,67;1,8;1,94;0,79
27/08/1999;0;null;0,73;1,73;1,97;0,85
28/08/1999;0;null;0,83;1,69;1,98;0,93
29/08/1999;0;null;0,76;1,7;2,01;0,84
30/08/1999;0;null;0,79;1,54;2,05;0,87
31/08/1999;7,8;null;0,8;1,51;2,04;0,86
01/09/1999;15,8;null;0,89;1,72;1,97;0,96
02/09/1999;9;null;0,81;1,79;1,86;0,9
03/09/1999;5,8;null;0,91;1,71;2;0,99
04/09/1999;1,2;null;0,94;1,8;1,95;1,02
05/09/1999;15,8;null;1,04;1,46;2,47;1,07
06/09/1999;8,6;null;0,83;1,83;2,02;0,94
07/09/1999;1,6;null;0,92;1,74;2,33;1
08/09/1999;54;null;0,92;1,92;2,09;1,04
09/09/1999;0;null;1,05;1,97;2,11;1,16
10/09/1999;0;null;1,1;2,12;2,04;1,25
11/09/1999;0;null;1,19;1,95;2,27;1,29
12/09/1999;0;null;1,15;1,86;2,44;1,25
13/09/1999;0;null;1,12;1,57;2,71;1,17
14/09/1999;0;null;0,92;2,21;2,05;1,04
15/09/1999;9,4;null;0,86;2,14;2,13;0,99
16/09/1999;0;null;0,91;2,1;2,16;1,02
17/09/1999;0;null;1,01;1,95;2,31;1,11
18/09/1999;0;null;0,96;1,94;2,36;1,06
19/09/1999;0;null;0,97;2,05;2,13;1,08
20/09/1999;0;null;0,99;1,89;2,45;1,07
21/09/1999;0;null;0,89;2,03;2,12;1
22/09/1999;0;null;0,96;1,9;2,31;1,05
23/09/1999;0;null;0,94;1,64;2,54;1,01
24/09/1999;0;null;0,93;1,56;2,57;1,01
25/09/1999;0;null;0,86;1,84;2,2;0,96
26/09/1999;0;null;0,73;2,02;1,96;0,84
27/09/1999;0;null;0,78;1,91;2,16;0,9
28/09/1999;0;null;0,85;1,8;2,31;0,95
29/09/1999;0,2;null;0,82;2,13;1,7;0,94
30/09/1999;0;null;0,92;1,77;2,28;0,99
01/10/1999;0;null;0,77;1,95;1,83;0,89
02/10/1999;20,4;null;0,94;2,23;1,52;1,05
03/10/1999;0,2;null;0,86;2,08;1,72;0,98
04/10/1999;0;null;0,88;1,92;1,9;0,99
05/10/1999;0;null;0,87;1,78;1,96;0,96
06/10/1999;0;null;0,86;1,66;2,02;0,93
07/10/1999;9;null;0,87;1,53;2,03;0,94
08/10/1999;25,4;null;0,72;2,44;1,3;0,91
09/10/1999;3,4;null;0,79;1,76;1,83;0,91
10/10/1999;0;null;0,85;1,63;1,96;0,94
11/10/1999;0;null;0,94;1,39;2,15;0,99
12/10/1999;0;null;0,9;1,21;2,46;0,94
13/10/1999;23,4;null;0,71;1,55;1,9;0,8
14/10/1999;8,8;null;0,85;1,65;1,96;0,93
15/10/1999;0;null;0,88;1,6;2,1;0,97
16/10/1999;0,8;null;0,88;1,74;2;0,99
17/10/1999;0;null;0,92;1,69;1,98;1,01
18/10/1999;0;null;0,94;1,68;1,95;1,02
19/10/1999;0;null;0,93;1,67;1,95;1,01
20/10/1999;0;null;1,05;1,49;2,11;1,1
21/10/1999;0;null;0,98;1,48;2,1;1,02
22/10/1999;null;null;0,96;1,53;1,95;1,01
23/10/1999;0;null;0,89;1,5;1,98;0,96
24/10/1999;0;null;0,93;1,26;2,22;0,99
25/10/1999;null;null;1,01;1,16;2,29;1,01
26/10/1999;0;null;0,95;1,21;2,04;0,97
27/10/1999;0;null;1;1,27;2,02;1,01
28/10/1999;0;null;0,95;1,45;1,86;0,98
29/10/1999;0;null;0,81;1,49;1,87;0,87
30/10/1999;0,2;null;0,87;1,22;2,08;0,9
31/10/1999;0,4;null;0,79;1,07;2,16;0,83
01/11/1999;0;null;0,82;0,61;2,47;0,82
02/11/1999;0;null;0,68;0,95;2,12;0,74
03/11/1999;3,6;null;0,43;1,68;1,57;0,6
04/11/1999;4,6;null;0,74;1,5;1,55;0,85
05/11/1999;13;null;0,59;1,52;1,53;0,71
06/11/1999;0;null;0,46;1,38;1,53;0,59
07/11/1999;0;null;0,59;1,43;1,63;0,7
08/11/1999;0;null;0,58;1,52;1,36;0,69
09/11/1999;0,4;null;0,72;1,66;1,19;0,84
10/11/1999;0,1;null;0,69;1,36;1,61;0,78
11/11/1999;0;null;0,66;1,16;1,73;0,74
12/11/1999;0;null;0,56;1,26;1,5;0,69
13/11/1999;0;null;0,73;1,26;1,52;0,83
14/11/1999;0;null;0,63;1,19;1,54;0,72
15/11/1999;0;null;0,67;0,82;1,83;0,72
16/11/1999;0;null;0,56;0,89;1,74;0,67
17/11/1999;0;null;0,58;0,94;1,67;0,72
18/11/1999;0;null;0,56;0,91;1,66;0,7
19/11/1999;0;null;0,51;0,93;1,62;0,68
20/11/1999;0;null;0,55;1,13;1,34;0,74
21/11/1999;0;null;0,59;1,4;1,07;0,75
22/11/1999;0;null;0,53;1,18;1,19;0,62
23/11/1999;0;null;0,49;1,06;1,29;0,58
24/11/1999;0;null;0,54;0,99;1,35;0,65
25/11/1999;0;null;0,54;1,08;1,27;0,65
26/11/1999;3;null;0,57;0,97;1,35;0,67
27/11/1999;3,2;null;0,65;1,1;1,26;0,75
28/11/1999;0;null;0,55;1,01;1,35;0,64
29/11/1999;0;null;0,57;0,98;1,2;0,64
30/11/1999;0;null;0,58;0,73;1,47;0,69
01/12/1999;0;null;0,79;0,12;2,09;0,09
02/12/1999;0;null;0,69;0,36;1,56;0,46
03/12/1999;45,4;null;0,46;0,9;1,14;0,57
04/12/1999;1,2;null;0,49;0,97;1,01;0,6
05/12/1999;0;null;0,59;1,18;0,84;0,71
06/12/1999;3;null;0,73;1,11;0,76;0,81
07/12/1999;0;null;0,69;0,92;0,94;0,8
08/12/1999;0;null;0,65;0,84;1,14;0,85
09/12/1999;0;null;0,53;0,75;1,19;0,67
10/12/1999;0;null;0,53;0,62;1,31;0,66
11/12/1999;0;null;0,49;0,7;1,24;0,7
12/12/1999;0;null;0,71;0,26;1,54;0,49
13/12/1999;1,4;null;0,57;0,63;1,34;0,68
14/12/1999;11;null;0,39;0,87;0,91;0,59
15/12/1999;0,6;null;0,49;1,68;0,51;0,64
16/12/1999;6,4;null;0,45;0,92;0,98;0,56
17/12/1999;0,4;null;0,46;0,74;1,15;0,63
18/12/1999;0;null;0,44;0,5;1,28;0,52
19/12/1999;0;null;0,37;0,62;1,17;0,48
20/12/1999;0;null;0,52;0,73;1,03;0,65
21/12/1999;0;null;0,46;0,57;1,13;0,65
22/12/1999;0,3;null;0,57;0,98;0,72;0,74
23/12/1999;0;null;0,63;0,74;0,85;0,76
24/12/1999;0;null;0,52;0,41;1,11;0,51
25/12/1999;0;null;0,48;0,56;1,01;0,64
26/12/1999;0;null;0,5;0,57;1,05;0,67
27/12/1999;0;null;0,43;0,63;0,93;0,59
28/12/1999;0;null;0,49;0,61;0,98;0,63
29/12/1999;0;null;0,37;0,42;1,18;0,56
30/12/1999;5,1;null;0,39;0,6;0,89;0,61
31/12/1999;0,5;null;0,5;0,7;0,88;0,7
01/01/2000;0;4,866667;0,44;0,56;0,95;0,61
02/01/2000;0,4;5,7;0,45;0,53;0,95;0,66
03/01/2000;0;4,766667;0,49;0,57;0,88;0,71
04/01/2000;0;3;0,45;0,61;0,75;0,66
05/01/2000;0,4;3,466667;0,44;0,52;0,8;0,61
06/01/2000;0;4,266667;0,44;0,56;0,82;0,69
07/01/2000;0;3,766667;0,53;0,46;0,74;0,61
08/01/2000;0;6,166667;0,45;0,29;0,77;0,4
09/01/2000;0;1,6;0,43;0,48;0,71;0,69
10/01/2000;0;3,6;0,43;0,5;0,71;0,59
11/01/2000;1;2,6;0,42;0,54;0,65;0,65
12/01/2000;0;4,733333;0,48;0,48;0,55;0,61
13/01/2000;0;5,333333;0,49;0,35;0,89;0,46
14/01/2000;0,4;2,466667;0,44;0,43;0,77;0,56
15/01/2000;5;3,7;0,44;0,46;0,69;0,58
16/01/2000;16;4,9;0,42;0,36;0,86;0,47
17/01/2000;0;3,633333;0,32;0,6;0,42;0,6
18/01/2000;6,6;3,766667;0,5;0,52;0,63;0,66
19/01/2000;0;3,166667;0,36;0,46;0,73;0,6
20/01/2000;0;3,8;0,51;0,34;0,87;0,46
21/01/2000;0;4,4;0,45;0,25;0,93;0,34
22/01/2000;0;6,033333;0,65;0,82;0,28;0,86
23/01/2000;1;5,233333;0,66;0,34;0,68;0,47
24/01/2000;0;6;0,46;0,29;0,7;0,43
25/01/2000;0;4,466667;0,62;0,44;0,68;0,58
26/01/2000;0;4,866667;0,4;0,43;0,69;0,58
27/01/2000;0;3,766667;0,34;0,45;0,62;0,6
28/01/2000;1;4,533333;0,35;0,21;0,65;0,39
29/01/2000;0;6,666667;0,37;0,13;0,9;0,21
30/01/2000;0;7,666667;0,41;0,04;0,84;0,13
31/01/2000;9,8;7,333333;0,52;0,16;0,75;0,29
01/02/2000;10,6;6,666667;0,52;0,12;0,6;0,22
02/02/2000;5,6;4,3;0,38;0,17;0,65;0,32
03/02/2000;2,2;2,633333;0,35;0,43;0,43;0,49
04/02/2000;3,2;2,366667;0,52;0,53;0,53;0,7
05/02/2000;0;2,5;0,29;0,39;0,56;0,52
06/02/2000;0;1,7;0,41;0,37;0,52;0,52
07/02/2000;0,1;3,066667;0,48;0,22;0,64;0,35
08/02/2000;0,3;6;0,51;0,11;0,68;0,22
09/02/2000;0;3,633333;0,44;0,06;0,85;0,15
10/02/2000;15,8;3;0,19;0,44;0,49;0,59
11/02/2000;0;2,3;0,2;0,33;0,61;0,43
12/02/2000;0;3,733333;0,31;0,19;0,7;0,29
13/02/2000;0;6;0,23;0,53;0,31;0,56
14/02/2000;0;6,133333;0,63;0,64;0,25;0,81
15/02/2000;0;4,1;0,51;0,34;0,37;0,55
16/02/2000;0;5,266667;0,45;0,34;0,46;0,51
17/02/2000;0;5,466667;0,41;0,17;0,55;0,31
18/02/2000;0;5,366667;0,32;0,08;0,64;0,2
19/02/2000;0;4,7;0,42;0,03;0,66;0,11
20/02/2000;0;3,666667;0,46;0;0,76;0,08
21/02/2000;0;1,966667;0,37;0,16;0,56;0,3
22/02/2000;0;2,366667;0,34;0,2;0,57;0,35
23/02/2000;0;1,733333;0,25;0,26;0,42;0,4
24/02/2000;0;3,166667;0,28;0,28;0,33;0,42
25/02/2000;0;4,366667;0,34;0,11;0,47;0,27
26/02/2000;0;7,666667;0,27;0;0,63;0,04
27/02/2000;0;4,2;0,39;0;0,8;-0,21
28/02/2000;30,5;4,333333;0,25;0,48;0,3;0,55
29/02/2000;0;4,066667;0,5;0,33;0,43;0,49
01/03/2000;0;7,766667;0,5;0,08;0,38;0,31
02/03/2000;2,2;5,666667;0,29;0,03;0,4;0,2
03/03/2000;44,8;1,866667;0,18;0,15;0,38;0,35
04/03/2000;20,6;1,633333;0,29;0,27;0,49;0,41
05/03/2000;9;1,433333;0,39;0,32;0,41;0,47
06/03/2000;3,6;4,7;0,44;0,44;0,22;0,62
07/03/2000;2,2;4,133333;0,52;0,32;0,37;0,5
08/03/2000;0;4,333333;0,42;0,17;0,44;0,32
09/03/2000;0,6;4,966667;0,45;0,04;0,5;0,18
10/03/2000;0;2,5;0,35;0,13;0,57;0,28
11/03/2000;0;2,166667;0,39;0,24;0,52;0,38
12/03/2000;0;3,166667;0,37;0,19;0,51;0,33
13/03/2000;0;3,733333;0,39;0,04;0,53;0,21
14/03/2000;0;3,3;0,33;0,15;0,53;0,29
15/03/2000;0;2,8;0,28;0,14;0,52;0,28
16/03/2000;0;3,2;0,17;0,03;0,52;0,17
17/03/2000;13,2;6,366667;0,38;0,4;0,1;0,49
18/03/2000;0,6;3,5;0,5;0,43;0,16;0,66
19/03/2000;0;2,5;0,61;0,18;0,39;0,38
20/03/2000;0;6,366667;0,66;0,01;0,56;0,07
21/03/2000;0;1,166667;0,36;0,02;0,64;0,11
22/03/2000;0;3,166667;0,53;0,28;0,44;0,46
23/03/2000;0;5,366667;0,46;0;0,57;0,07
24/03/2000;21,4;2,533333;0,11;0,2;0,6;0,23
25/03/2000;0;2,3;0,45;0,22;0,46;0,4
26/03/2000;0;3,266667;0,48;0;0,52;0,09
27/03/2000;3,4;2,366667;0,31;0,13;0,55;0,26
28/03/2000;6,4;4;0,43;0,58;0,31;0,77
29/03/2000;0;2,2;0,53;0,29;0,41;0,49
30/03/2000;0;2,6;0,6;0,13;0,48;0,25
31/03/2000;0;2,6;0,41;0,24;0,39;0,41
01/04/2000;1;3,166667;0,43;0,38;0,28;0,56
02/04/2000;0;2,266667;0,47;0,38;0,23;0,54
03/04/2000;0;3,666667;0,53;0,07;0,42;0,18
04/04/2000;0;3,6;0,53;-0,04;0,69;0,02
05/04/2000;1,4;1,766667;0,41;0,11;0,76;0,25
06/04/2000;0;1,333333;0,48;0,14;0,72;0,33
07/04/2000;0;1,666667;0,48;0,16;0,69;0,29
08/04/2000;0;2,5;0,4;0,22;0,67;0,39
09/04/2000;0;2,2;0,32;0,22;0,61;0,34
10/04/2000;0;2,933333;0,4;0,09;0,59;0,22
11/04/2000;7;1,9;0,52;0,42;0,42;0,6
12/04/2000;0,2;4,466667;0,54;0,25;0,42;0,43
13/04/2000;1,4;3,466667;0,37;0,37;0,4;0,56
14/04/2000;0;2,833333;0,43;0,26;0,42;0,41
15/04/2000;0;1,8;0,56;0,23;0,4;0,39
16/04/2000;0;1,8;0,65;0,19;0,48;0,33
17/04/2000;13,4;5,666667;0,84;0,09;0,6;0,24
18/04/2000;18,6;4,033333;0,8;-0,06;0,64;0,1
19/04/2000;3,6;3,333333;0,44;0,25;0,68;0,38
20/04/2000;7;6,666667;0,38;1,29;0,47;0,84
21/04/2000;1,7;3,9;0,42;0,66;0,37;0,63
22/04/2000;0;1,633333;0,48;0,52;0,72;0,66
23/04/2000;0;1,966667;0,46;0,57;0,77;0,7
24/04/2000;0;1,4;0,55;0,57;0,76;0,74
25/04/2000;0;3,6;0,54;0,39;0,99;0,5
26/04/2000;0;0,7;0,45;0,64;0,87;0,78
27/04/2000;0;1,7;0,53;0,62;0,9;0,76
28/04/2000;0,2;1,666667;0,51;0,7;0,91;0,85
29/04/2000;0;2,133333;0,53;0,6;1,07;0,79
30/04/2000;0;2,066667;0,5;0,63;1,01;0,74
01/05/2000;0;4,7;0,53;0,66;1,19;0,8
02/05/2000;77,6;1,5;0,44;0,82;1,17;0,89
03/05/2000;0;3,3;0,83;0,95;1,05;1,01
04/05/2000;22,6;2,2;0,78;1,16;1,21;1,04
05/05/2000;1,2;5,366667;0,77;1,09;1,48;0,99
06/05/2000;15,4;9,033333;0,53;1,92;0,97;0,85
07/05/2000;0;3,866667;0,81;1,4;1,7;1
08/05/2000;0;2,566667;0,82;1,4;1,51;1,13
09/05/2000;0;1,966667;0,79;1,51;1,69;0,99
10/05/2000;0;4,133333;0,88;1,63;1,68;1,1
11/05/2000;0;2,6;0,83;1,49;1,92;1,07
12/05/2000;0;2,566667;0,84;1,56;1,96;1,1
13/05/2000;0;0,866667;0,79;1,6;1,95;1,04
14/05/2000;0;3,266667;0,86;1,59;2,02;1,07
15/05/2000;0,8;7,833333;0,94;1,48;2,01;1,13
16/05/2000;33,2;7,133333;1,37;0,84;2,38;1,04
17/05/2000;7;3,533333;0,74;1,75;2,03;0,94
18/05/2000;6;3,366667;1,02;1,89;2,13;1,15
19/05/2000;1,2;1,066667;0,92;1,98;2,27;1,08
20/05/2000;0,4;1,666667;0,89;1,97;2,41;1,03
21/05/2000;0,4;1,366667;0,87;2,02;2,51;1,01
22/05/2000;0;1,6;0,86;2,05;2,46;0,98
23/05/2000;0;0,9;0,91;2,1;2,39;1,05
24/05/2000;0;3,233333;0,91;2,03;2,5;1,03
25/05/2000;0,6;2,333333;0,9;2,11;2,55;1,11
26/05/2000;74,8;6;0,91;2,43;2,36;1,12
27/05/2000;0;5,3;1,02;2,44;2,41;1,23
28/05/2000;0;4,333333;1,17;2,49;2,5;1,35
29/05/2000;0;1,366667;1,22;2,34;2,64;1,36
30/05/2000;0;3,933333;1,16;2,36;2,67;1,33
31/05/2000;0;5,133333;1,14;2,53;2,47;1,29
01/06/2000;0;3,633333;1,11;2,51;2,51;1,27
02/06/2000;0;0,666667;1,12;2,3;2,75;1,26
03/06/2000;0;2;1,07;2,29;2,83;1,22
04/06/2000;0;3,366667;1,03;2,23;2,91;1,18
05/06/2000;0;2,466667;1,02;2,34;2,74;1,16
06/06/2000;0;1,066667;1,03;2,35;2,69;1,18
07/06/2000;10,2;1,533333;1,09;2,33;2,76;1,22
08/06/2000;3,6;3,166667;1,07;2,44;2,7;1,22
09/06/2000;0,4;1,2;1,08;2,45;2,78;1,21
10/06/2000;1,2;3,066667;1,2;2,36;3,03;1,29
11/06/2000;47,4;4,333333;1,14;2,67;2,69;1,29
12/06/2000;0;3,066667;1,28;2,47;2,89;1,39
13/06/2000;0;3,166667;1,3;2,51;3,01;1,45
14/06/2000;0;2,7;1,36;2,54;3;1,48
15/06/2000;0;2,9;1,34;2,54;3,05;1,45
16/06/2000;5,2;6,333333;1,31;2,74;2,82;1,44
17/06/2000;8,2;3,866667;1,32;2,75;2,81;1,47
18/06/2000;4,2;2,8;1,39;2,65;2,92;1,51
19/06/2000;9,8;5,166667;1,26;2,84;2,78;1,42
20/06/2000;0;5,333333;1,22;2,75;2,96;1,38
21/06/2000;0;4,8;1,22;2,82;2,76;1,38
22/06/2000;0;2,266667;1,33;2,6;2,97;1,45
23/06/2000;0;1,633333;1,35;2,5;3,01;1,46
24/06/2000;0;4,633333;1,33;2,48;3,07;1,44
25/06/2000;0;5,133333;1,21;2,73;2,87;1,33
26/06/2000;0;1,266667;1,28;2,62;2,91;1,39
27/06/2000;0;4,966667;1,26;2,53;2,92;1,37
28/06/2000;0;4,333333;1,39;2,43;3,12;1,46
29/06/2000;109;1,433333;1,3;2,7;2,94;1,42
30/06/2000;0;2,3;1,36;2,7;3,05;1,49
01/07/2000;0;3,066667;1,53;2,71;3,16;1,69
02/07/2000;75,6;6,7;1,65;3,39;2,97;1,82
03/07/2000;16;3,133333;1,74;3,08;3,17;1,88
04/07/2000;0;1,5;1,98;3,14;3,32;2,15
05/07/2000;0;1,833333;2,06;3,15;3,4;2,22
06/07/2000;0;2,133333;1,99;3,15;3,41;2,14
07/07/2000;0;1,866667;1,87;3,14;3,42;2,01
08/07/2000;0;2,5;1,8;3,19;3,39;1,93
09/07/2000;4,2;1,866667;1,77;3,25;3,14;1,89
10/07/2000;20,6;3,5;1,78;3,22;3,21;1,91
11/07/2000;19,2;4,9;1,71;3,44;2,75;1,85
12/07/2000;4,4;5,333333;1,7;2,67;3,4;1,86
13/07/2000;4,4;4,366667;1,79;3,54;3,48;1,94
14/07/2000;0;1,7;1,89;3,48;3,68;1,98
15/07/2000;0;4,2;1,88;3,65;3,63;2,01
16/07/2000;0;7,2;1,76;3,72;3,33;1,95
17/07/2000;0;2,2;1,87;3,48;3,6;2,02
18/07/2000;0;2,833333;1,95;3,41;3,69;2,06
19/07/2000;0;4,7;1,85;3,47;3,71;2
20/07/2000;0;2,666667;1,9;3,4;3,75;2,01
21/07/2000;0;2,266667;1,89;3,36;3,71;2
22/07/2000;0,4;5,133333;1,86;3,42;3,66;1,98
23/07/2000;0;3,933333;1,73;3,5;3,54;1,89
24/07/2000;0;3,8;1,77;3,36;3,65;1,91
25/07/2000;0;2,6;1,77;3,36;3,64;1,91
26/07/2000;0;1,766667;1,74;3,36;3,6;1,88
27/07/2000;0;3,5;1,72;3,29;3,63;1,86
28/07/2000;0;2,833333;1,64;3,31;3,57;1,79
29/07/2000;0;1,633333;1,6;3,29;3,58;1,74
30/07/2000;0;1,433333;1,56;3,27;3,57;1,71
31/07/2000;0;2,9;1,56;3,24;3,58;1,68
01/08/2000;0;2,5;;3,19;3,57;
02/08/2000;0;3,333333;;3,26;3,47;
03/08/2000;0;3,733333;;3,27;3,45;
04/08/2000;0;1,433333;;3,2;3,43;
05/08/2000;0;2,866667;;3,45;3,57;
06/08/2000;0;1,166667;;3,07;3,44;
07/08/2000;0;1,633333;;3,06;3,44;
08/08/2000;0;1,2;;3,02;3,39;
09/08/2000;16;3,666667;;3,08;3,34;
10/08/2000;0;3,3;;3,08;3,33;
11/08/2000;0;4,233333;;3,13;3,22;
12/08/2000;0;1,8;;3;3,32;
13/08/2000;0;2,633333;;2,88;3,36;
14/08/2000;0;1,633333;;2,91;3,33;
15/08/2000;3;4,1;;3,03;3,21;
16/08/2000;0,5;1,5;;2,88;3,32;
17/08/2000;0;2,166667;;2,89;3,29;
18/08/2000;0;2,133333;;2,88;3,28;
19/08/2000;0;2,733333;;2,81;3,3;
20/08/2000;0;1,533333;;2,84;3,26;
21/08/2000;0;1,7;;2,76;3,26;
22/08/2000;0;4,633333;;2,77;3,23;
23/08/2000;1,8;4,466667;;2,56;3,3;
24/08/2000;54,6;8;;2,63;3,29;
25/08/2000;54;3,1;;2,8;3,36;
26/08/2000;3,4;3,166667;;2,89;3,28;
27/08/2000;0;2,633333;;2,84;3,43;
28/08/2000;0;5,466667;;3,08;3,13;
29/08/2000;0;4;;2,88;3,35;
30/08/2000;0;4,933333;;2,83;3,36;
31/08/2000;0;5,666667;;3,03;3,34;
01/09/2000;0;3,366667;;3,02;3,15;
02/09/2000;0;2,433333;;2,9;3,24;
03/09/2000;0;1,966667;;2,92;3,23;
04/09/2000;0;3,166667;;2,82;3,27;
05/09/2000;0;1,833333;;2,86;3,2;
06/09/2000;0;4,466667;;2,79;3,27;
07/09/2000;0;4,9;;2,72;3,29;
08/09/2000;0;1,7;;2,77;3,19;
09/09/2000;0;2,5;;2,8;3,17;
10/09/2000;0;3,633333;;2,73;3,17;
11/09/2000;27,8;4,033333;;2,78;3,2;
12/09/2000;0;3,7;;2,77;3,1;
13/09/2000;9,8;6;;2,94;2,93;
14/09/2000;25,6;8,666667;;2,68;2,85;
15/09/2000;21,8;2,2;;2,79;2,92;
16/09/2000;0,8;2,3;;2,76;3,05;
17/09/2000;0;7,333333;;2,64;3,15;
18/09/2000;9,2;5;;2,53;3,29;
19/09/2000;43,2;4,7;;2,86;3,11;
20/09/2000;0;6,333333;;2,55;3,73;
21/09/2000;18,6;3,166667;;2,98;3,27;
22/09/2000;6,4;3,7;;3;3,37;
23/09/2000;0;3,933333;;2,91;3,55;
24/09/2000;7;5,866667;;3,37;3,21;
25/09/2000;0,8;3,833333;;3,27;3,51;
26/09/2000;0;3,5;;3,15;3,58;
27/09/2000;0;4,466667;;3,12;3,68;
28/09/2000;0;2,266667;;3,18;3,62;
29/09/2000;0;2,5;;3,19;3,64;
30/09/2000;0;3,166667;;3,2;3,65;
01/10/2000;3,8;2,133333;1,69;3,2;3,62;1,8
02/10/2000;0;4,3;1,67;3,24;3,46;1,79
03/10/2000;0;8;1,72;3,29;3,8;1,84
04/10/2000;43,4;2,933333;1,71;3,22;3,6;1,84
05/10/2000;0,6;5,366667;1,62;3,31;3,53;1,77
06/10/2000;3,2;5,466667;1,66;3,26;3,55;1,81
07/10/2000;0;3,133333;1,71;3,22;3,56;1,86
08/10/2000;0;5,833333;1,73;3,12;3,65;1,86
09/10/2000;0,6;2,2;1,72;3,02;3,86;1,84
10/10/2000;14,8;3,3;1,62;3,2;3,56;1,77
11/10/2000;0;3,966667;1,63;3,05;3,63;1,76
12/10/2000;3,6;1,5;1,62;3,13;3,56;1,75
13/10/2000;0;3,5;1,59;3,13;3,53;1,73
14/10/2000;0;6,366667;1,63;3,12;3,44;1,76
15/10/2000;0;9;1,68;2,92;3,57;1,82
16/10/2000;0;4,2;1,69;2,88;3,66;1,82
17/10/2000;3;1,533333;1,59;3,06;3,46;1,7
18/10/2000;4,4;2,133333;1,55;3,06;3,43;1,68
19/10/2000;0;4,966667;1,57;2,96;3,47;1,68
20/10/2000;9,2;1,166667;1,57;3,01;3,41;1,68
21/10/2000;0;5,466667;1,58;2,92;3,48;1,68
22/10/2000;0;3,466667;1,57;2,85;3,5;1,67
23/10/2000;0;2,066667;1,48;3,06;3,02;1,62
24/10/2000;10,8;4,166667;1,53;2,93;3,14;1,65
25/10/2000;0;5,866667;1,52;2,89;3,28;1,64
26/10/2000;5;4,066667;1,59;2,74;3,62;1,69
27/10/2000;12,6;4,966667;1,48;3,1;3,14;1,61
28/10/2000;2,2;4,333333;1,44;3,04;3,19;1,56
29/10/2000;1,2;2,7;1,5;2,95;3,26;1,61
30/10/2000;0;3,966667;1,52;2,9;3,41;1,63
31/10/2000;0;1,966667;1,49;2,97;3,23;1,62
01/11/2000;0;8,166667;1,51;2,77;3,45;1,62
02/11/2000;16,8;2,633333;1,47;3,06;3,22;1,58
03/11/2000;21,4;3,466667;1,4;2,95;3,21;1,55
04/11/2000;0;2,6;1,43;2,88;3,26;1,55
05/11/2000;0;2,933333;1,41;2,83;3,27;1,56
06/11/2000;0;3,666667;1,4;2,82;3,31;1,54
07/11/2000;0;7,666667;1,46;2,58;3,41;1,56
08/11/2000;8,6;3,166667;1,41;2,78;3,24;1,53
09/11/2000;0;3,566667;1,27;2,89;3,08;1,42
10/11/2000;0;3,166667;1,27;2,79;3,07;1,4
11/11/2000;0;7,5;1,32;2,57;3,18;1,43
12/11/2000;52,8;4,1;1,34;2,58;3,22;1,46
13/11/2000;0;1,733333;1,27;2,76;3,14;1,41
14/11/2000;0;4,7;1,32;2,98;3,07;1,47
15/11/2000;0;2,933333;1,38;2,78;3,04;1,52
16/11/2000;0;2,133333;1,36;2,71;3,16;1,48
17/11/2000;0;3;1,28;2,64;3,12;1,43
18/11/2000;0;3,033333;1,28;2,62;3,2;1,39
19/11/2000;0;3,166667;1,23;2,62;3,12;1,36
20/11/2000;2,2;3,3;1,25;2,63;2,94;1,36
21/11/2000;0;4,5;1,24;2,49;3,14;1,38
22/11/2000;0;2,5;1,2;2,47;3,2;1,32
23/11/2000;0;3,333333;1,19;2,48;3,19;1,3
24/11/2000;14,8;3,366667;1,19;2,68;2,81;1,3
25/11/2000;0,2;3,133333;1,17;2,48;2,91;1,29
